CLASS,BRANCH_MISSED,BRANCH_COVERED,Total_Branch,Branch_Coverage,LINE_MISSED,LINE_COVERED,Total_Line,Line_coverage,COMPLEXITY_MISSED,COMPLEXITY_COVERED,Total_complexity
Neuron.SerializationProxy,0,0,0,100,0,5,5,1,0,2,2
Neuron,2,10,12,0.833333333,3,33,36,0.916666667,3,14,17
MapUtils.PairNeuronDouble,0,0,0,100,0,6,6,1,0,3,3
FeatureInitializerFactory.new FeatureInitializer() {...},0,0,0,100,0,2,2,1,0,2,2
FeatureInitializerFactory.new FeatureInitializer() {...},0,0,0,100,0,5,5,1,0,2,2
Network,9,39,48,0.8125,10,106,116,0.913793103,11,33,44
MapUtils.PairNeuronDouble.new Comparator() {...},0,0,0,100,0,2,2,1,0,2,2
Network.SerializationProxy,0,0,0,100,0,7,7,1,0,2,2
SquareNeighbourhood,0,0,0,100,0,3,3,1,0,1,1
MapUtils,32,8,40,0.2,71,20,91,0.21978022,21,6,27
FeatureInitializerFactory,0,0,0,100,2,4,6,0.666666667,1,3,4
Network.NeuronIdentifierComparator,2,2,4,0.5,0,4,4,1,2,2,4
NormalApproximationInterval,0,0,0,100,0,8,8,1,0,2,2
IntervalUtils,0,10,10,1,0,19,19,1,0,11,11
ClopperPearsonInterval,2,2,4,0.5,0,14,14,1,2,2,4
WilsonScoreInterval,0,0,0,100,0,15,15,1,0,2,2
ConfidenceInterval,3,3,6,0.5,3,12,15,0.8,4,5,9
AgrestiCoullInterval,0,0,0,100,0,11,11,1,0,2,2
PolyhedronsSet.TranslationTransform,0,2,2,1,0,15,15,1,0,5,5
SphericalCoordinates.DataTransferObject,0,0,0,100,0,6,6,1,0,2,2
RotationOrder,0,0,0,100,0,22,22,1,0,6,6
FieldRotation,3,191,194,0.984536082,0,548,548,1,3,143,146
RotationConvention,0,0,0,100,0,3,3,1,0,1,1
OutlineExtractor,14,0,14,0,34,0,34,0,10,0,10
Vector3DFormat,1,3,4,0.75,4,19,23,0.826086957,2,9,11
PolyhedronsSet.FacetsContributionVisitor,2,6,8,0.75,2,24,26,0.923076923,2,7,9
Line,4,12,16,0.75,7,46,53,0.867924528,8,21,29
SubLine,0,14,14,1,2,28,30,0.933333333,1,13,14
Rotation,3,187,190,0.984210526,0,486,486,1,3,125,128
Segment,0,0,0,100,0,8,8,1,0,4,4
PolyhedronsSet.RotationTransform,0,2,2,1,0,25,25,1,0,5,5
SphereGenerator,0,8,8,1,0,62,62,1,0,7,7
PolyhedronsSet,16,78,94,0.829787234,17,130,147,0.884353741,18,49,67
SubPlane,1,11,12,0.916666667,0,32,32,1,1,8,9
Vector3D,0,46,46,1,0,142,142,1,0,71,71
Euclidean3D,0,0,0,100,0,4,4,1,0,4,4
NotARotationMatrixException,0,0,0,100,0,2,2,1,0,1,1
Plane,3,19,22,0.863636364,26,93,119,0.781512605,11,37,48
CardanEulerSingularityException,0,2,2,1,0,2,2,1,0,2,2
OutlineExtractor.BoundaryProjector,34,0,34,0,63,0,63,0,23,0,23
SphericalCoordinates,2,2,4,0.5,0,117,117,1,2,11,13
FieldVector3D,0,72,72,1,0,259,259,1,0,118,118
Euclidean3D.LazyHolder,0,0,0,100,0,1,1,1,0,1,1
SmallPrimes,4,30,34,0.882352941,4,53,57,0.929824561,4,18,22
Primes,0,26,26,1,0,29,29,1,0,16,16
PollardRho,22,0,22,0,60,0,60,0,14,0,14
AVLTree.Node,3,107,110,0.972727273,0,196,196,1,3,71,74
AVLTree.Skew,0,0,0,100,0,4,4,1,0,1,1
AVLTree,9,27,36,0.75,4,38,42,0.904761905,9,18,27
OrderedTuple,94,0,94,0,123,0,123,0,59,0,59
OutOfRangeException,0,0,0,100,0,8,8,1,0,4,4
DimensionMismatchException,0,0,0,100,0,6,6,1,0,3,3
MaxCountExceededException,0,0,0,100,0,7,7,1,0,3,3
NoBracketingException,0,0,0,100,4,8,12,0.666666667,4,2,6
MathUnsupportedOperationException,0,0,0,100,3,6,9,0.666666667,3,2,5
MathArithmeticException,0,0,0,100,1,10,11,0.909090909,1,4,5
NotStrictlyPositiveException,0,0,0,100,0,4,4,1,0,2,2
MathParseException,0,0,0,100,4,4,8,0.5,1,1,2
MathRuntimeException,0,0,0,100,7,0,7,0,4,0,4
NullArgumentException,0,0,0,100,0,4,4,1,0,2,2
NotPositiveException,0,0,0,100,0,4,4,1,0,2,2
TooManyEvaluationsException,0,0,0,100,0,3,3,1,0,1,1
ZeroException,0,0,0,100,0,4,4,1,0,2,2
NumberIsTooLargeException,0,2,2,1,0,8,8,1,0,5,5
MultiDimensionMismatchException,0,0,0,100,4,6,10,0.6,3,3,6
MathIllegalArgumentException,0,0,0,100,1,6,7,0.857142857,1,3,4
NonMonotonicSequenceException,0,6,6,1,0,13,13,1,0,9,9
NoDataException,0,0,0,100,0,4,4,1,0,2,2
TooManyIterationsException,0,0,0,100,0,3,3,1,0,1,1
ConvergenceException,0,0,0,100,0,5,5,1,0,2,2
NotFiniteNumberException,0,0,0,100,0,4,4,1,0,2,2
MathInternalError,0,0,0,100,7,0,7,0,3,0,3
MathIllegalStateException,0,0,0,100,5,8,13,0.615384615,2,4,6
NumberIsTooSmallException,0,2,2,1,0,8,8,1,0,5,5
NotANumberException,0,0,0,100,0,2,2,1,0,1,1
InsufficientDataException,0,0,0,100,0,4,4,1,0,2,2
MathIllegalNumberException,0,0,0,100,0,5,5,1,0,3,3
LevenbergMarquardtOptimizer,19,187,206,0.90776699,14,363,377,0.962864721,18,97,115
AbstractLeastSquaresOptimizer,2,12,14,0.857142857,2,41,43,0.953488372,2,18,20
GaussNewtonOptimizer,3,23,26,0.884615385,2,59,61,0.967213115,3,14,17
MultivariateNormalMixtureExpectationMaximization.DataRow,4,2,6,0.333333333,6,9,15,0.6,4,4,8
MultivariateNormalMixtureExpectationMaximization,3,51,54,0.944444444,3,108,111,0.972972973,3,30,33
SubCircle,0,8,8,1,0,14,14,1,0,7,7
Edge,1,11,12,0.916666667,4,47,51,0.921568627,1,14,15
Sphere2D,0,0,0,100,1,3,4,0.75,1,3,4
S2Point,4,16,20,0.8,1,42,43,0.976744186,4,21,25
Circle,0,2,2,1,1,43,44,0.977272727,1,24,25
Sphere2D.LazyHolder,0,0,0,100,0,1,1,1,0,1,1
EdgesBuilder,1,23,24,0.958333333,1,52,53,0.981132075,1,18,19
PropertiesComputer,3,13,16,0.8125,3,41,44,0.931818182,3,14,17
Vertex,1,5,6,0.833333333,1,23,24,0.958333333,1,10,11
SphericalPolygonsSet,13,69,82,0.841463415,7,146,153,0.954248366,11,45,56
Circle.CircleTransform,0,0,0,100,0,10,10,1,0,4,4
ComplexField.LazyHolder,0,0,0,100,0,1,1,1,0,1,1
Complex,14,168,182,0.923076923,10,223,233,0.957081545,16,124,140
ComplexField,0,0,0,100,1,4,5,0.8,1,4,5
Quaternion,6,26,32,0.8125,6,97,103,0.941747573,6,40,46
ComplexUtils,0,4,4,1,0,8,8,1,0,4,4
ComplexFormat,17,21,38,0.552631579,35,76,111,0.684684685,18,22,40
RootsOfUnity,5,19,24,0.791666667,8,40,48,0.833333333,5,13,18
SobolSequenceGenerator,6,36,42,0.857142857,13,85,98,0.867346939,6,23,29
UncorrelatedRandomVectorGenerator,1,3,4,0.75,1,16,17,0.941176471,1,4,5
RandomGeneratorFactory.new RandomGenerator() {...},0,2,2,1,2,16,18,0.888888889,1,12,13
BitsStreamGenerator,13,15,28,0.535714286,13,51,64,0.796875,9,18,27
ValueServer,2,23,25,0.92,7,78,85,0.917647059,3,38,41
UniformRandomGenerator,0,0,0,100,0,5,5,1,0,3,3
ISAACRandom,1,19,20,0.95,5,124,129,0.96124031,2,21,23
RandomDataGenerator,17,53,70,0.757142857,26,137,163,0.840490798,14,56,70
AbstractRandomGenerator,5,17,22,0.772727273,7,40,47,0.85106383,5,17,22
SynchronizedRandomGenerator,0,0,0,100,6,12,18,0.666666667,3,9,12
StableRandomGenerator,5,19,24,0.791666667,9,31,40,0.775,4,10,14
Well19937c,0,0,0,100,0,26,26,1,0,5,5
Well19937a,0,0,0,100,2,22,24,0.916666667,1,4,5
GaussianRandomGenerator,0,0,0,100,0,4,4,1,0,2,2
UnitSphereRandomVectorGenerator,0,4,4,1,0,16,16,1,0,5,5
Well44497a,0,2,2,1,4,22,26,0.846153846,2,4,6
Well44497b,0,2,2,1,2,26,28,0.928571429,1,5,6
MersenneTwister,1,27,28,0.964285714,2,74,76,0.973684211,1,22,23
CorrelatedRandomVectorGenerator,3,7,10,0.7,12,19,31,0.612903226,4,7,11
EmpiricalDistribution.DataAdapter,0,0,0,100,0,1,1,1,0,1,1
RandomAdaptor,4,2,6,0.333333333,7,16,23,0.695652174,5,12,17
HaltonSequenceGenerator,0,16,16,1,0,33,33,1,0,15,15
Well1024a,0,0,0,100,2,20,22,0.909090909,1,4,5
RandomDataImpl,0,0,0,100,38,5,43,0.11627907,32,2,34
EmpiricalDistribution.StreamDataAdapter,0,4,4,1,0,23,23,1,0,5,5
AbstractWell,0,8,8,1,0,39,39,1,0,11,11
RandomGeneratorFactory,2,0,2,0,5,1,6,0.166666667,2,1,3
Well512a,0,0,0,100,4,17,21,0.80952381,2,3,5
EmpiricalDistribution.ArrayDataAdapter,0,4,4,1,0,14,14,1,0,5,5
JDKRandomGenerator,0,0,0,100,2,7,9,0.777777778,1,3,4
EmpiricalDistribution,6,46,52,0.884615385,19,146,165,0.884848485,13,51,64
FunctionUtils.new UnivariateDifferentiableFunction() {...},2,3,5,0.6,3,12,15,0.8,3,3,6
FunctionUtils.new DifferentiableUnivariateFunction() {...},0,0,0,100,0,3,3,1,0,3,3
FunctionUtils.new MultivariateDifferentiableFunction() {...},3,11,14,0.785714286,4,22,26,0.846153846,4,6,10
FunctionUtils.new DifferentiableMultivariateFunction() {...},0,0,0,100,1,3,4,0.75,1,3,4
FunctionUtils.new MultivariateDifferentiableVectorFunction() {...},3,13,16,0.8125,3,26,29,0.896551724,3,8,11
FunctionUtils.new DifferentiableMultivariateVectorFunction() {...},0,0,0,100,0,3,3,1,0,3,3
FunctionUtils.new MultivariateFunction() {...},0,2,2,1,0,5,5,1,0,3,3
FunctionUtils.new UnivariateFunction() {...},0,0,0,100,0,2,2,1,0,2,2
FunctionUtils.new UnivariateFunction() {...},0,0,0,100,0,2,2,1,0,2,2
FunctionUtils.new UnivariateFunction() {...},0,0,0,100,0,2,2,1,0,2,2
FunctionUtils.18.new MultivariateMatrixFunction() {...},0,6,6,1,0,14,14,1,0,5,5
FunctionUtils.16.new MultivariateFunction() {...},4,0,4,0,9,0,9,0,4,0,4
FunctionUtils.16.new MultivariateVectorFunction() {...},0,4,4,1,0,13,13,1,0,4,4
FunctionUtils.6.new UnivariateFunction() {...},2,0,2,0,5,0,5,0,3,0,3
FunctionUtils.new DifferentiableUnivariateFunction() {...},2,0,2,0,6,0,6,0,4,0,4
FunctionUtils.3.new UnivariateFunction() {...},2,0,2,0,7,0,7,0,3,0,3
FunctionUtils.new UnivariateFunction() {...},0,2,2,1,0,5,5,1,0,3,3
FunctionUtils.new UnivariateFunction() {...},0,2,2,1,0,5,5,1,0,3,3
FunctionUtils.new UnivariateDifferentiableFunction() {...},2,2,4,0.5,4,5,9,0.555555556,2,3,5
FunctionUtils.new UnivariateFunction() {...},0,2,2,1,0,5,5,1,0,3,3
FunctionUtils.new UnivariateDifferentiableFunction() {...},2,2,4,0.5,4,5,9,0.555555556,2,3,5
FunctionUtils.new UnivariateDifferentiableFunction() {...},2,2,4,0.5,4,5,9,0.555555556,2,3,5
FunctionUtils.new DifferentiableUnivariateFunction() {...},2,0,2,0,6,0,6,0,4,0,4
FunctionUtils.new DifferentiableUnivariateFunction() {...},2,0,2,0,6,0,6,0,4,0,4
FunctionUtils.9.new UnivariateFunction() {...},6,0,6,0,9,0,9,0,5,0,5
FunctionUtils,0,6,6,1,3,27,30,0.9,3,21,24
FunctionUtils.14.new UnivariateFunction() {...},0,0,0,100,0,2,2,1,0,2,2
FiniteDifferencesDifferentiator.new UnivariateDifferentiableFunction() {...},0,4,4,1,0,9,9,1,0,5,5
FiniteDifferencesDifferentiator.new UnivariateDifferentiableVectorFunction() {...},0,10,10,1,0,16,16,1,0,8,8
DerivativeStructure,2,68,70,0.971428571,0,304,304,1,2,116,118
FiniteDifferencesDifferentiator.new UnivariateDifferentiableMatrixFunction() {...},0,14,14,1,0,18,18,1,0,10,10
FiniteDifferencesDifferentiator,0,14,14,1,0,42,42,1,0,15,15
DSCompiler,2,294,296,0.993243243,2,570,572,0.996503497,2,195,197
SparseGradient.new Field() {...},0,0,0,100,0,4,4,1,0,4,4
DerivativeStructure.new Field() {...},0,0,0,100,0,4,4,1,0,4,4
SparseGradient,6,106,112,0.946428571,4,247,251,0.984063745,6,125,131
GradientFunction,0,4,4,1,0,14,14,1,0,4,4
DerivativeStructure.DataTransferObject,0,0,0,100,0,6,6,1,0,2,2
JacobianFunction,0,6,6,1,0,15,15,1,0,5,5
SubLimitAngle,0,2,2,1,0,7,7,1,0,6,6
S1Point,2,8,10,0.8,1,24,25,0.96,2,14,16
LimitAngle,1,5,6,0.833333333,1,15,16,0.9375,2,12,14
Sphere1D.LazyHolder,0,0,0,100,0,1,1,1,0,1,1
Sphere1D,0,0,0,100,0,4,4,1,0,4,4
ArcsSet.InconsistentStateAt2PiWrapping,0,0,0,100,0,2,2,1,0,1,1
ArcsSet.SubArcsIterator,2,24,26,0.923076923,1,38,39,0.974358974,2,16,18
ArcsSet.Split,0,6,6,1,0,13,13,1,0,7,7
ArcsSet,15,111,126,0.880952381,18,215,233,0.922746781,13,80,93
Arc,0,16,16,1,1,23,24,0.958333333,1,14,15
Sphere1D.NoSubSpaceException,0,0,0,100,0,2,2,1,0,1,1
MultivariateOptimizer,0,6,6,1,0,15,15,1,0,8,8
LineSearch.new UnivariateFunction() {...},0,2,2,1,0,6,6,1,0,3,3
GoalType,0,0,0,100,0,3,3,1,0,1,1
MultiStartMultivariateOptimizer.new Comparator() {...},5,3,8,0.375,2,7,9,0.777777778,4,2,6
ObjectiveFunctionGradient,0,0,0,100,0,4,4,1,0,2,2
MultivariateFunctionMappingAdapter,2,16,18,0.888888889,2,26,28,0.928571429,2,11,13
LineSearch,0,0,0,100,0,14,14,1,0,2,2
MultivariateFunctionPenaltyAdapter,3,17,20,0.85,3,26,29,0.896551724,3,9,12
MultivariateFunctionMappingAdapter.LowerUpperBoundMapper,0,0,0,100,0,6,6,1,0,3,3
MultivariateFunctionMappingAdapter.LowerBoundMapper,0,0,0,100,0,5,5,1,0,3,3
MultivariateFunctionMappingAdapter.NoBoundsMapper,0,0,0,100,0,2,2,1,0,2,2
GradientMultivariateOptimizer,1,3,4,0.75,0,10,10,1,1,5,6
MultivariateFunctionMappingAdapter.UpperBoundMapper,0,0,0,100,0,5,5,1,0,3,3
MultiStartMultivariateOptimizer,0,0,0,100,0,11,11,1,0,5,5
LeastSquaresConverter,3,15,18,0.833333333,3,35,38,0.921052632,3,10,13
ObjectiveFunction,0,0,0,100,0,4,4,1,0,2,2
SubHyperplane.SplitSubHyperplane,1,11,12,0.916666667,0,13,13,1,1,9,10
Side,0,0,0,100,0,5,5,1,0,1,1
RegionFactory.IntersectionMerger,0,2,2,1,0,6,6,1,0,3,3
BoundaryProjection,0,0,0,100,0,8,8,1,0,4,4
BSPTree.new BSPTree.VanishingCutHandler() {...},0,0,0,100,2,0,2,0,2,0,2
BSPTree,14,85,99,0.858585859,22,208,230,0.904347826,14,65,79
BoundarySizeVisitor,0,4,4,1,0,13,13,1,0,7,7
AbstractRegion,18,72,90,0.8,12,138,150,0.92,18,57,75
Characterization,2,18,20,0.9,1,42,43,0.976744186,2,19,21
BoundaryProjector,4,26,30,0.866666667,0,51,51,1,4,20,24
BoundaryBuilder,0,14,14,1,0,27,27,1,0,11,11
InsideFinder,50,0,50,0,42,0,42,0,30,0,30
AbstractRegion.new Comparator() {...},0,4,4,1,0,4,4,1,0,4,4
AbstractRegion.new BSPTreeVisitor() {...},1,3,4,0.75,0,7,7,1,1,5,6
RegionFactory.UnionMerger,0,2,2,1,0,6,6,1,0,3,3
RegionFactory.XorMerger,0,2,2,1,0,6,6,1,0,3,3
NodesSet,0,6,6,1,0,14,14,1,0,7,7
AbstractSubHyperplane,2,14,16,0.875,1,40,41,0.975609756,3,15,18
RegionFactory,3,32,35,0.914285714,1,66,67,0.985074627,3,24,27
BoundaryAttribute,0,0,0,100,2,8,10,0.8,1,4,5
RegionFactory.VanishingToLeaf,2,0,2,0,3,3,6,0.5,2,1,3
RegionFactory.DifferenceMerger,3,7,10,0.7,0,17,17,1,2,6,8
Region.Location,0,0,0,100,0,4,4,1,0,1,1
RegionFactory.NodesCleaner,0,0,0,100,0,5,5,1,0,4,4
BSPTreeVisitor.Order,0,0,0,100,0,7,7,1,0,1,1
DummyStepHandler,0,0,0,100,4,0,4,0,4,0,4
AbstractStepInterpolator,9,25,34,0.735294118,15,171,186,0.919354839,10,33,43
StepNormalizer,1,33,34,0.970588235,5,59,64,0.921875,3,23,26
StepNormalizerBounds,0,0,0,100,0,11,11,1,0,4,4
NordsieckStepInterpolator,11,27,38,0.710526316,7,80,87,0.91954023,12,17,29
DummyStepHandler.LazyHolder,0,0,0,100,1,0,1,0,1,0,1
StepNormalizerMode,0,0,0,100,0,3,3,1,0,1,1
AbstractFieldStepInterpolator,0,0,0,100,0,18,18,1,0,8,8
FieldStepNormalizer,32,0,32,0,53,0,53,0,24,0,24
Line.LineTransform,1,1,2,0.5,1,30,31,0.967741935,1,4,5
SubLine,0,28,28,1,2,54,56,0.964285714,1,22,23
Line,5,15,20,0.75,30,81,111,0.72972973,11,35,46
Vector2DFormat,1,3,4,0.75,5,18,23,0.782608696,3,8,11
Euclidean2D.LazyHolder,0,0,0,100,0,1,1,1,0,1,1
DiskGenerator,0,6,6,1,0,33,33,1,0,6,6
Euclidean2D,0,0,0,100,0,4,4,1,0,4,4
PolygonsSet.Edge,0,0,0,100,0,21,21,1,0,7,7
PolygonsSet.ConnectableSegment,0,0,0,100,0,20,20,1,0,10,10
PolygonsSet.SegmentsBuilder,3,15,18,0.833333333,0,38,38,1,3,13,16
PolygonsSet.Vertex,0,6,6,1,0,24,24,1,0,11,11
PolygonsSet,38,135,173,0.780346821,49,217,266,0.815789474,33,75,108
Vector2D,18,16,34,0.470588235,52,54,106,0.509433962,34,23,57
Segment,2,2,4,0.5,3,16,19,0.842105263,2,5,7
NestedLoops,28,0,28,0,62,0,62,0,20,0,20
MultivariateSummaryStatistics,8,36,44,0.818181818,0,145,145,1,8,50,58
AggregateSummaryStatistics.AggregatingSummaryStatistics,8,0,8,0,8,8,16,0.5,6,2,8
SynchronizedDescriptiveStatistics,0,0,0,100,4,28,32,0.875,2,14,16
DescriptiveStatistics,3,21,24,0.875,18,145,163,0.889570552,4,59,63
AbstractStorelessUnivariateStatistic,2,16,18,0.888888889,1,24,25,0.96,2,14,16
AbstractUnivariateStatistic,10,2,12,0.166666667,13,11,24,0.458333333,7,10,17
SynchronizedSummaryStatistics,0,0,0,100,29,30,59,0.508474576,13,24,37
SummaryStatistics,19,41,60,0.683333333,28,169,197,0.85786802,28,42,70
AggregateSummaryStatistics,10,14,24,0.583333333,15,55,70,0.785714286,15,14,29
StatisticalSummaryValues,5,11,16,0.6875,0,45,45,1,5,14,19
SynchronizedMultivariateSummaryStatistics,0,0,0,100,0,41,41,1,0,31,31
SimplexOptimizer,3,19,22,0.863636364,1,36,37,0.972972973,3,14,17
NelderMeadSimplex,1,31,32,0.96875,3,82,85,0.964705882,2,23,25
CMAESOptimizer.DoubleIndex,6,0,6,0,7,5,12,0.416666667,5,2,7
BOBYQAOptimizer.PathIsExploredException,0,0,0,100,2,0,2,0,1,0,1
MultiDirectionalSimplex,0,8,8,1,2,42,44,0.954545455,1,13,14
CMAESOptimizer.ValuePenaltyPair,0,0,0,100,0,4,4,1,0,1,1
PowellOptimizer,4,32,36,0.888888889,3,89,92,0.967391304,4,22,26
CMAESOptimizer.PopulationSize,1,1,2,0.5,1,5,6,0.833333333,1,2,3
BOBYQAOptimizer,105,519,624,0.831730769,157,1027,1184,0.867398649,90,243,333
AbstractSimplex,13,41,54,0.759259259,14,75,89,0.842696629,14,27,41
CMAESOptimizer.FitnessFunction,8,14,22,0.636363636,10,26,36,0.722222222,6,10,16
CMAESOptimizer.Sigma,0,4,4,1,0,7,7,1,0,4,4
SimplexOptimizer.new MultivariateFunction() {...},0,0,0,100,0,2,2,1,0,2,2
SimplexOptimizer.new Comparator() {...},0,2,2,1,0,4,4,1,0,3,3
CMAESOptimizer,36,182,218,0.834862385,36,377,413,0.91283293,32,117,149
AbstractLeastSquaresOptimizer,2,20,22,0.909090909,15,71,86,0.825581395,7,26,33
NonLinearConjugateGradientOptimizer.LineSearchFunction,0,4,4,1,0,11,11,1,0,4,4
LevenbergMarquardtOptimizer,21,181,202,0.896039604,15,360,375,0.96,18,93,111
NonLinearConjugateGradientOptimizer,7,27,34,0.794117647,8,65,73,0.890410959,8,16,24
AbstractDifferentiableOptimizer,0,0,0,100,6,0,6,0,4,0,4
NonLinearConjugateGradientOptimizer.IdentityPreconditioner,0,0,0,100,0,2,2,1,0,2,2
AbstractScalarDifferentiableOptimizer,0,0,0,100,1,7,8,0.875,1,4,5
ConjugateGradientFormula,0,0,0,100,0,3,3,1,0,1,1
GaussNewtonOptimizer,3,19,22,0.863636364,6,56,62,0.903225806,5,11,16
EnclosingBall,0,4,4,1,0,11,11,1,0,9,9
WelzlEncloser,1,19,20,0.95,1,45,46,0.97826087,1,14,15
MaxIter,1,1,2,0.5,2,5,7,0.714285714,2,2,4
BaseMultivariateOptimizer,2,28,30,0.933333333,1,36,37,0.972972973,2,20,22
BaseOptimizer,0,6,6,1,4,27,31,0.870967742,2,13,15
BaseOptimizer.MaxIterCallback,0,0,0,100,0,1,1,1,0,1,1
AbstractOptimizationProblem.MaxEvalCallback,0,0,0,100,0,1,1,1,0,1,1
BaseOptimizer.MaxEvalCallback,0,0,0,100,0,1,1,1,0,1,1
PointVectorValuePair,3,9,12,0.75,0,13,13,1,3,10,13
SimpleVectorValueChecker,0,12,12,1,0,21,21,1,0,9,9
MaxEval,1,1,2,0.5,2,5,7,0.714285714,2,2,4
PointValuePair,2,4,6,0.666666667,0,10,10,1,2,6,8
AbstractOptimizationProblem.MaxIterCallback,0,0,0,100,0,1,1,1,0,1,1
SimpleValueChecker,1,9,10,0.9,0,16,16,1,1,7,8
PointValuePair.DataTransferObject,0,0,0,100,0,5,5,1,0,2,2
AbstractConvergenceChecker,0,0,0,100,0,6,6,1,0,3,3
PointVectorValuePair.DataTransferObject,0,0,0,100,0,5,5,1,0,2,2
AbstractOptimizationProblem,0,0,0,100,0,10,10,1,0,5,5
SimplePointChecker,2,10,12,0.833333333,0,21,21,1,2,7,9
InitialGuess,0,0,0,100,0,4,4,1,0,2,2
SimpleBounds,0,0,0,100,0,11,11,1,0,4,4
BaseMultiStartMultivariateOptimizer,4,30,34,0.882352941,3,51,54,0.944444444,4,17,21
BaseSecantSolver,3,45,48,0.9375,3,65,68,0.955882353,3,33,36
FieldBracketingNthOrderBrentSolver,5,61,66,0.924242424,8,121,129,0.937984496,8,37,45
AbstractDifferentiableUnivariateSolver,0,0,0,100,2,7,9,0.777777778,1,3,4
BrentSolver,1,39,40,0.975,2,83,85,0.976470588,2,24,26
NewtonRaphsonSolver,0,2,2,1,0,14,14,1,0,5,5
LaguerreSolver.ComplexSolver,8,22,30,0.733333333,5,61,66,0.924242424,7,12,19
SecantSolver,1,9,10,0.9,5,26,31,0.838709677,3,6,9
MullerSolver2,5,15,20,0.75,6,49,55,0.890909091,6,8,14
RiddersSolver,4,12,16,0.75,6,46,52,0.884615385,5,7,12
AbstractUnivariateDifferentiableSolver,0,0,0,100,2,7,9,0.777777778,1,3,4
BracketingNthOrderBrentSolver,1,65,66,0.984848485,1,131,132,0.992424242,1,43,44
AbstractUnivariateSolver,0,0,0,100,0,6,6,1,0,3,3
IllinoisSolver,0,0,0,100,6,2,8,0.25,3,1,4
AbstractPolynomialSolver,0,0,0,100,4,6,10,0.6,2,3,5
UnivariateSolverUtils,19,49,68,0.720588235,28,72,100,0.72,14,32,46
BisectionSolver,0,4,4,1,2,17,19,0.894736842,1,5,6
BaseAbstractUnivariateSolver,0,0,0,100,1,43,44,0.977272727,1,21,22
LaguerreSolver,8,8,16,0.5,17,29,46,0.630434783,10,8,18
BaseSecantSolver.Method,0,0,0,100,0,4,4,1,0,1,1
AllowedSolution,0,0,0,100,0,6,6,1,0,1,1
NewtonSolver,0,2,2,1,0,12,12,1,0,5,5
PegasusSolver,0,0,0,100,2,6,8,0.75,1,3,4
MullerSolver,5,31,36,0.861111111,5,59,64,0.921875,6,17,23
RegulaFalsiSolver,0,0,0,100,6,2,8,0.25,3,1,4
Weight,2,0,2,0,6,4,10,0.4,2,2,4
MultivariateVectorOptimizer,0,10,10,1,0,25,25,1,0,13,13
Target,0,0,0,100,0,4,4,1,0,2,2
JacobianMultivariateVectorOptimizer,0,4,4,1,0,10,10,1,0,6,6
ModelFunction,0,0,0,100,0,4,4,1,0,2,2
ModelFunctionJacobian,0,0,0,100,0,4,4,1,0,2,2
MultiStartMultivariateVectorOptimizer,0,0,0,100,0,11,11,1,0,5,5
MultiStartMultivariateVectorOptimizer.new Comparator() {...},4,2,6,0.333333333,2,10,12,0.833333333,3,3,6
UnivariatePointValuePair,0,0,0,100,0,6,6,1,0,3,3
SearchInterval,3,3,6,0.5,2,12,14,0.857142857,3,5,8
BracketFinder,10,36,46,0.782608696,9,83,92,0.902173913,13,22,35
MultiStartUnivariateOptimizer.new Comparator() {...},3,5,8,0.625,1,8,9,0.888888889,3,3,6
UnivariateOptimizer,0,8,8,1,0,24,24,1,0,12,12
MultiStartUnivariateOptimizer,2,18,20,0.9,2,49,51,0.960784314,2,14,16
BrentOptimizer,5,69,74,0.932432432,6,115,121,0.950413223,5,37,42
UnivariateObjectiveFunction,0,0,0,100,0,4,4,1,0,2,2
SimpleUnivariateValueChecker,1,9,10,0.9,0,16,16,1,1,7,8
ChebyshevDistance,0,0,0,100,0,2,2,1,0,2,2
EarthMoversDistance,0,2,2,1,0,9,9,1,0,3,3
EuclideanDistance,0,0,0,100,0,2,2,1,0,2,2
ManhattanDistance,0,0,0,100,0,2,2,1,0,2,2
CanberraDistance,0,6,6,1,0,8,8,1,0,5,5
Action,0,0,0,100,0,5,5,1,0,1,1
Transformer.new Transformer() {...},0,0,0,100,0,2,2,1,0,2,2
Transformer.new Transformer() {...},0,0,0,100,0,2,2,1,0,2,2
Transformer.new Transformer() {...},0,0,0,100,0,2,2,1,0,2,2
Transformer.new Transformer() {...},0,0,0,100,0,2,2,1,0,2,2
Transformer.new Transformer() {...},0,0,0,100,0,2,2,1,0,2,2
FieldEventState,27,37,64,0.578125,22,72,94,0.765957447,21,22,43
Transformer,0,0,0,100,0,6,6,1,0,1,1
FilterType,0,0,0,100,0,3,3,1,0,1,1
EventFilter,2,20,22,0.909090909,4,42,46,0.913043478,3,13,16
FilterType.new FilterType() {...},2,36,38,0.947368421,2,39,41,0.951219512,2,24,26
FilterType.new FilterType() {...},2,36,38,0.947368421,2,39,41,0.951219512,2,24,26
FieldEventState.new RealFieldUnivariateFunction() {...},0,0,0,100,0,2,2,1,0,2,2
EventState,10,64,74,0.864864865,8,106,114,0.929824561,12,38,50
EventState.new UnivariateFunction() {...},0,0,0,100,2,3,5,0.6,0,2,2
EventHandler.Action,0,0,0,100,0,5,5,1,0,1,1
EventState.LocalMaxCountExceededException,0,0,0,100,4,0,4,0,2,0,2
